,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
275,Lagos,40,NG,1566598325,88,6.46,3.39,77.0,4.7
276,Shebalino,100,RU,1566598325,95,51.29,85.68,45.43,5.88
277,Markova,0,RU,1566598325,100,52.21,104.21,57.2,6.71
278,Kahului,40,US,1566598325,62,20.89,-156.47,87.8,25.28
279,Zaysan,33,KZ,1566598326,67,47.47,84.87,49.39,4.72
280,Progreso,0,UY,1566598326,54,-34.68,-56.22,57.2,5.82
281,Pokaran,0,IN,1566598326,50,26.93,71.92,87.55,20.09
282,Kurilsk,99,RU,1566598327,89,45.23,147.88,57.49,26.93
283,Ajdabiya,0,LY,1566598327,78,30.75,20.22,79.63,17.72
284,Airai,40,TL,1566598327,86,-8.93,125.41,68.29,3.58
285,Grand Gaube,40,MU,1566598327,93,-20.01,57.66,66.99,2.24
286,Neuquen,0,AR,1566598296,62,-38.95,-68.06,55.4,2.37
287,Pimenteiras,29,BR,1566598328,34,-6.24,-41.42,82.51,5.88
288,Mogapinyana,0,BW,1566598328,43,-22.37,27.59,55.33,4.12
289,Cacequi,0,BR,1566598328,69,-29.88,-54.83,57.49,5.5
290,Batagay-Alyta,66,RU,1566598328,88,67.8,130.41,47.23,1.05
291,Talcahuano,0,CL,1566598328,71,-36.72,-73.12,55.4,2.24
292,Auki,90,NG,1566598329,88,12.18,6.51,74.05,8.61
293,Rawson,100,AR,1566598329,43,-43.3,-65.11,60.73,21.5
294,Oneonta,100,US,1566598329,63,42.45,-75.06,71.01,4.0
295,Nouadhibou,33,MR,1566598330,83,20.93,-17.03,71.6,8.05
296,Birin,100,NP,1566598330,99,26.89,88.07,63.43,1.9
297,Talnakh,96,RU,1566598330,93,69.49,88.39,53.6,8.95
298,Sioux Lookout,40,CA,1566598330,46,50.1,-91.92,71.6,4.7
299,Miri,61,NG,1566598330,91,10.31,9.75,70.27,2.19
300,Tashtagol,74,RU,1566598331,99,52.76,87.85,50.47,6.33
301,Hualmay,0,PE,1566598043,90,-11.1,-77.61,59.29,10.83
302,Yaan,100,NG,1566598331,95,7.38,8.57,71.35,6.42
303,Tsubata,75,JP,1566598332,83,36.67,136.73,75.0,5.82
304,Francistown,0,BW,1566598332,34,-21.17,27.5,54.43,8.25
305,Wajid,100,SO,1566598333,61,3.81,43.25,79.63,23.22
306,Nioro,69,GM,1566598333,79,13.79,-15.05,78.91,11.23
307,Wanning,100,AT,1566598334,77,48.64,13.53,68.0,3.36
308,Namibe,86,AO,1566598335,88,-15.19,12.15,67.39,4.07
309,Lahij,10,YE,1566598335,42,13.06,44.88,91.69,4.5
310,Ulladulla,0,AU,1566598335,40,-35.36,150.48,55.99,17.22
311,Viedma,100,AR,1566598335,43,-40.81,-62.99,59.47,15.03
312,Sevierville,40,US,1566598336,73,35.87,-83.56,82.0,4.7
313,Marawi,100,PH,1566598336,83,8.0,124.29,73.99,5.01
314,Siavonga,0,ZW,1566598336,51,-16.54,28.71,66.13,4.23
315,Caravelas,52,BR,1566598336,71,-17.73,-39.27,72.07,8.9
316,New Baclayon,75,PH,1566598336,88,6.58,125.37,77.0,1.14
317,San Cristobal,0,HN,1566598337,28,14.68,-86.92,88.45,10.51
318,Husavik,49,CA,1566598337,30,50.56,-96.99,80.01,8.01
319,Gasa,100,BT,1566598337,89,27.91,89.73,40.75,5.08
320,Samarai,88,PG,1566598059,90,-10.62,150.67,70.09,6.85
321,Hami,0,CN,1566598337,23,42.84,93.51,77.47,14.65
322,Aksha,10,RU,1566598338,92,50.28,113.29,47.23,0.51
323,Sudak,0,UA,1566598338,57,44.85,34.97,70.45,2.51
324,Zhigansk,39,RU,1566598325,95,66.77,123.37,50.11,3.83
325,Havre,1,US,1566598338,38,48.55,-109.68,77.0,4.7
326,Gizo,40,IL,1566598339,78,31.8,34.94,82.4,5.82
327,Cabo San Lucas,90,MX,1566598339,83,22.89,-109.91,84.99,5.82
328,Coihaique,90,CL,1566598339,71,-45.58,-72.07,50.0,6.93
329,Almeirim,0,BR,1566598339,48,-1.53,-52.58,88.09,3.36
330,Penzance,39,GB,1566598339,93,50.12,-5.53,63.0,19.46
331,Gat,20,SN,1566598340,83,14.69,-16.54,80.6,6.93
332,Yenagoa,100,NG,1566598340,94,4.92,6.26,73.15,5.7
333,Fortuna,20,US,1566598340,68,40.6,-124.16,66.2,16.11
334,Sokoni,63,CD,1566598340,48,-12.89,28.78,61.0,5.99
335,Anlu,0,CN,1566598340,75,31.26,113.68,74.05,5.17
336,Mahibadhoo,100,MV,1566598341,76,3.78,72.97,82.15,9.33
337,Kawalu,50,ID,1566598341,91,-7.38,108.21,64.51,3.47
338,Cidreira,24,BR,1566598341,73,-30.17,-50.22,55.15,7.63
339,Bafra,75,TR,1566598341,83,41.57,35.91,75.2,19.46
340,Hovd,75,NO,1566598341,93,63.83,10.7,59.0,5.82
341,Ternate,40,PH,1566598342,83,14.29,120.72,81.0,14.0
342,Sao Miguel do Araguaia,96,BR,1566598258,19,-13.28,-50.16,92.59,4.38
343,Cap Malheureux,40,MU,1566598342,93,-19.98,57.61,66.99,2.24
344,Demirci,0,TR,1566598342,10,39.05,28.66,72.0,58.0
345,Jonesboro,1,US,1566598343,70,35.84,-90.7,84.2,8.05
346,Dorado,40,PR,1566598074,62,18.46,-66.27,89.6,14.99
347,Chapais,90,CA,1566598343,72,49.78,-74.86,59.0,12.75
348,Tessalit,93,ML,1566598343,41,20.2,1.01,89.53,15.48
349,Unnao,75,IN,1566598343,94,26.54,80.49,82.4,11.41
350,Lima,75,PE,1566598149,77,-12.06,-77.04,64.4,6.93
351,Candido Mendes,0,BR,1566598344,92,-1.45,-45.72,76.39,3.51
352,Bamnet Narong,100,TH,1566598344,97,15.5,101.69,72.61,6.58
353,Parthenay,0,FR,1566598344,45,46.65,-0.25,72.0,2.24
354,Goderich,0,CA,1566598293,68,43.74,-81.71,69.01,1.99
355,Ambatofinandrahana,9,MG,1566598344,81,-20.55,46.8,56.23,4.43
356,Aranos,0,NA,1566598344,21,-24.14,19.11,58.21,8.66
357,Gull Lake,75,CA,1566598345,64,50.1,-108.48,68.0,6.93
358,Petropavlovsk-Kamchatskiy,90,RU,1566598345,100,53.05,158.65,51.8,4.47
359,Ginir,0,ET,1566598345,82,7.14,40.71,58.75,5.26
360,Algonquin,1,US,1566598169,49,42.17,-88.29,75.2,12.75
361,Kang,0,BW,1566598346,29,-23.67,22.79,53.53,3.42
362,Petauke,11,ZM,1566598346,52,-14.25,31.33,63.07,10.13
363,General Pico,100,AR,1566598346,47,-35.66,-63.75,65.05,11.74
364,Avera,40,US,1566598346,83,33.19,-82.53,93.99,4.7
365,Fairbanks,75,US,1566598202,76,64.84,-147.72,55.99,4.7
366,Igarka,94,RU,1566598346,80,67.47,86.57,54.61,9.19
367,Codrington,0,AU,1566598347,93,-28.95,153.24,55.99,6.93
368,Omboue,100,GA,1566598347,87,-1.57,9.26,75.49,13.91
369,Arraial do Cabo,40,BR,1566598347,72,-22.97,-42.02,68.0,10.29
370,Alyangula,30,AU,1566598347,93,-13.85,136.42,53.6,3.36
371,Kuala Terengganu,75,MY,1566598348,94,5.33,103.14,78.8,4.7
372,Sao Felix do Xingu,100,BR,1566598348,56,-6.64,-51.99,82.33,2.98
373,Outlook,35,CA,1566598348,42,51.48,-107.04,73.0,4.0
374,Bukachacha,42,RU,1566598348,94,52.99,116.91,47.77,0.67
375,Isangel,20,VU,1566598349,70,-19.55,169.27,69.01,21.99
376,Marsaxlokk,0,MT,1566598349,73,35.84,14.54,79.0,4.7
377,Portland,20,US,1566598103,46,43.66,-70.25,75.2,8.05
378,Hun,93,BE,1566598349,63,50.34,4.87,66.2,3.36
379,Mehamn,75,NO,1566598349,93,71.03,27.85,46.4,3.36
380,Tazovskiy,100,RU,1566598057,87,67.47,78.7,43.99,6.67
381,Sinnamary,0,GF,1566598350,72,5.38,-52.96,83.41,11.5
382,Fukue,75,JP,1566598350,88,35.03,136.69,78.01,4.7
383,Las Choapas,40,MX,1566598350,53,17.91,-94.09,95.0,5.82
384,Guerrero Negro,0,MX,1566598351,83,27.97,-114.04,70.09,9.35
385,Ucluelet,90,CA,1566598351,77,48.94,-125.55,66.99,5.82
386,Acurenam,100,GA,1566598351,96,1.03,10.67,68.29,6.55
387,Umm Lajj,0,SA,1566598351,71,25.02,37.27,87.55,6.73
388,Salalah,75,OM,1566598351,88,17.01,54.1,78.8,5.82
389,Saint-Georges,74,CA,1566598352,45,46.12,-70.67,64.99,4.0
390,Parfenyevo,33,RU,1566598352,94,58.48,43.41,51.55,4.27
391,Atambua,35,ID,1566598352,79,-9.11,124.89,76.21,8.34
392,Azare,45,NG,1566598352,83,11.67,10.19,75.49,8.32
393,Iqaluit,75,CA,1566598353,71,63.75,-68.52,50.0,7.87
394,Skelleftea,98,SE,1566598219,93,64.75,20.95,53.6,6.93
395,Henties Bay,0,NA,1566598353,53,-22.12,14.28,65.23,14.65
396,Batemans Bay,0,AU,1566598353,74,-35.71,150.18,43.0,1.99
397,Nanortalik,58,GL,1566598353,93,60.14,-45.24,38.95,2.35
398,Port Hawkesbury,20,CA,1566598354,77,45.62,-61.36,75.0,4.7
399,Bereda,40,ES,1566598354,100,43.27,-7.54,71.01,2.24
400,Canto do Buriti,0,BR,1566598354,29,-8.11,-42.94,81.97,5.97
401,Komsomolskiy,100,RU,1566598355,92,67.55,63.78,49.39,7.16
402,Quatre Cocos,40,MU,1566598355,93,-20.21,57.76,66.99,2.24
403,Pontes e Lacerda,92,BR,1566598355,25,-15.23,-59.33,90.43,3.67
404,Rayagada,99,IN,1566598355,97,19.17,83.42,70.45,5.26
405,Vanavara,98,RU,1566598355,85,60.35,102.28,51.19,4.79
406,Banda Aceh,100,ID,1566598356,73,5.56,95.32,83.05,14.03
407,Solnechnyy,100,RU,1566598356,99,50.72,136.64,52.63,2.8
408,Tateyama,75,JP,1566598356,83,36.66,137.31,75.0,5.82
409,Ostrovnoy,49,RU,1566598356,95,68.05,39.51,40.21,0.49
410,Umm Kaddadah,74,SD,1566598356,53,13.6,26.69,79.99,5.97
411,Boende,50,CD,1566598357,64,-0.28,20.88,76.21,0.83
412,Bosaso,35,SO,1566598357,66,11.28,49.18,87.01,8.81
413,General Roca,0,AR,1566598357,62,-39.03,-67.58,55.4,6.08
414,Baoding,100,CN,1566598357,47,38.86,115.49,71.35,2.89
415,Mariental,20,BR,1566598358,76,-25.72,-49.65,55.4,8.05
416,Sao Gabriel da Cachoeira,59,BR,1566598358,57,-0.13,-67.09,88.81,2.68
417,Ngunguru,14,NZ,1566598358,77,-35.62,174.5,55.99,15.99
418,Najran,20,SA,1566598358,18,17.54,44.22,84.2,0.4
419,Bonavista,100,CA,1566598358,84,48.65,-53.11,72.0,4.0
420,Hokitika,0,NZ,1566598359,60,-42.72,170.96,46.87,1.99
421,Arlit,2,NE,1566598359,37,18.74,7.39,92.95,2.44
422,Rocha,0,UY,1566598359,85,-34.48,-54.34,47.59,4.74
423,San Ramon,40,NI,1566598269,57,12.92,-85.84,80.6,11.41
424,Nieuw Amsterdam,20,SR,1566598359,66,5.88,-55.08,86.0,11.41
425,Adrar,85,DZ,1566598360,11,27.87,-0.29,104.0,9.55
426,Tuatapere,100,NZ,1566598360,79,-46.13,167.69,46.0,8.01
427,Thunder Bay,75,CA,1566598360,52,48.41,-89.26,70.0,13.87
428,The Valley,20,AI,1566598241,70,18.22,-63.06,87.8,14.99
429,Zemio,73,CF,1566598360,95,5.02,25.13,69.01,2.68
430,Puerto Ayacucho,40,CO,1566598361,59,5.66,-67.63,89.6,6.96
431,Hobyo,55,SO,1566598361,76,5.35,48.53,78.55,27.92
432,Mitrofanovka,99,RU,1566598361,83,49.97,39.69,69.37,9.17
433,Waingapu,5,ID,1566598361,93,-9.65,120.26,67.93,7.72
434,Isiolo,57,KE,1566598110,52,0.35,37.58,73.51,26.87
435,Shibetsu,75,JP,1566598362,100,44.15,142.46,59.0,2.24
436,Susangerd,0,IR,1566598362,66,31.56,48.19,89.6,6.93
437,Ballina,100,IE,1566598362,99,54.11,-9.15,64.0,11.27
438,Camrose,75,CA,1566598362,59,53.01,-112.84,70.0,11.41
439,Anjar,71,IN,1566598363,76,23.11,70.03,80.89,12.5
440,Garwolin,0,PL,1566598363,59,51.9,21.61,66.99,4.7
441,Aviles,0,ES,1566598363,82,43.55,-5.92,72.0,3.18
442,Saint-Etienne,0,FR,1566598363,53,43.82,2.74,71.6,4.7
443,Yumen,0,CN,1566598364,31,40.29,97.04,67.57,3.04
444,Tausa,20,CO,1566598364,48,5.2,-73.89,64.4,21.92
445,Tala,75,MX,1566598364,47,20.65,-103.7,80.01,6.93
446,La Ronge,75,CA,1566598364,59,55.1,-105.3,66.2,5.82
447,Acapulco,40,MX,1566598364,70,16.86,-99.88,87.8,12.75
448,Satipo,99,PE,1566598365,81,-11.26,-74.64,43.09,5.5
449,Tanout,55,NE,1566598365,44,14.97,8.88,88.27,6.04
450,Puerto Colombia,75,CO,1566598365,66,10.99,-74.96,89.6,13.87
451,Tres Arroyos,100,AR,1566598365,55,-38.38,-60.28,57.31,6.64
452,Sukhobezvodnoye,18,RU,1566598366,93,57.05,44.89,53.53,4.09
453,Tevaitoa,10,PF,1566598366,70,-16.78,-151.5,78.01,8.79
454,Raudeberg,100,NO,1566598366,93,61.99,5.14,55.99,11.41
455,Hurricane,1,US,1566598366,10,37.18,-113.29,97.0,11.41
456,Hinton,100,CA,1566598367,50,53.4,-117.57,59.65,5.73
457,Phangnga,40,TH,1566598367,78,8.45,98.53,80.6,11.41
458,Kutum,0,SD,1566598367,64,14.2,24.66,75.85,3.67
459,Mount Gambier,75,AU,1566598367,76,-37.83,140.78,48.2,17.22
460,Monterey,1,US,1566598367,50,36.6,-121.89,82.0,29.53
461,Tura,36,RU,1566598368,79,64.27,100.22,48.67,3.6
462,Silver City,1,US,1566598368,25,32.77,-108.28,89.01,3.36
463,Winslow,0,GB,1566598368,82,51.94,-0.88,66.99,4.7
464,Banjarmasin,75,ID,1566598204,94,-3.32,114.59,73.4,1.12
465,Lodja,49,CD,1566598368,54,-3.52,23.6,75.31,1.83
466,Constitucion,75,MX,1566598369,29,23.99,-104.67,78.8,6.93
467,Fairfield,1,US,1566598240,60,38.25,-122.04,100.0,20.8
468,North Highlands,1,US,1566598369,20,38.69,-121.37,102.0,8.05
469,Ludhiana,0,IN,1566598091,62,30.91,75.85,81.25,4.63
470,Antalaha,100,MG,1566598369,98,-14.9,50.28,62.89,3.49
471,Touros,0,BR,1566598370,78,-5.2,-35.46,77.0,8.05
472,Lieksa,100,FI,1566598370,98,63.32,30.02,52.63,5.5
473,Monster,0,NL,1566598370,77,52.03,4.17,68.0,4.7
474,Campbell River,75,CA,1566598328,77,50.02,-125.24,64.4,10.29
475,Nadym,100,RU,1566598370,91,65.53,72.51,55.51,13.53
476,Maceio,20,BR,1566598371,73,-9.67,-35.74,75.2,5.82
477,Slavutych,0,UA,1566598371,85,51.52,30.76,58.57,6.82
478,Praia,20,BR,1566598371,68,-20.25,-43.81,68.0,8.05
479,Khatanga,64,RU,1566598371,62,71.98,102.47,55.33,6.89
480,Lakatoro,88,VU,1566598372,72,-16.11,167.42,74.05,21.47
481,ChengDe,25,CN,1566598372,79,40.97,117.93,58.75,1.7
482,Rouvroy,0,FR,1566598372,64,50.39,2.9,68.0,8.05
483,Vallenar,0,CL,1566598372,54,-28.58,-70.76,61.45,9.73
484,Florida,0,UY,1566598332,79,-34.1,-56.21,52.27,3.6
485,Boden,90,SE,1566598373,93,65.83,21.69,53.6,11.41
486,Ornskoldsvik,1,SE,1566598373,76,63.29,18.72,53.6,13.87
487,Tromso,75,NO,1566598373,81,69.65,18.96,50.0,8.05
488,Kasese,89,UG,1566598373,55,0.17,30.09,73.51,1.54
489,Tafo,34,GH,1566598097,98,6.73,-1.61,70.45,2.37
490,Quesnel,90,CA,1566598374,72,52.98,-122.49,62.6,6.93
491,Bonnyville,90,CA,1566598374,59,54.27,-110.74,64.4,9.17
492,Tonantins,80,BR,1566598374,57,-2.86,-67.77,87.19,2.62
493,Pierre,75,US,1566598297,69,44.37,-100.35,78.01,19.46
494,Dalbandin,0,PK,1566598374,12,28.9,64.41,79.27,6.55
495,Chabahar,6,IR,1566598375,82,25.29,60.65,80.17,4.45
496,Yavaros,100,MX,1566598376,72,26.7,-109.52,82.99,7.0
497,Moose Factory,40,CA,1566598376,77,51.26,-80.61,59.0,4.7
498,Nevers,0,FR,1566598376,49,46.99,3.16,69.8,8.05
499,Olinda,0,AU,1566598377,65,-37.84,145.39,53.01,24.16
500,Puerto Quijarro,0,BO,1566598377,45,-19.0,-57.72,86.0,3.36
501,Hofn,100,IS,1566598377,97,64.25,-15.21,38.77,2.68
502,Aracruz,75,BR,1566598377,83,-19.82,-40.27,69.8,2.24
503,Stromness,1,CA,1566598378,40,42.87,-79.55,73.99,10.29
504,Bubaque,99,GW,1566598378,82,11.28,-15.83,79.63,19.26
505,Shetpe,0,KZ,1566598378,24,44.14,52.16,87.01,14.52
506,Palmerston,40,AU,1566598378,88,-12.49,130.99,69.8,3.36
507,Cuenca,75,EC,1566598378,59,-2.9,-79.0,60.8,10.29
508,Nalut,0,LY,1566598379,55,31.86,10.98,74.77,14.32
509,Wana,0,PK,1566598379,61,32.31,69.59,63.97,2.53
510,Becerril,56,CO,1566598343,57,9.7,-73.28,92.59,4.38
511,Jalu,0,LY,1566598379,64,29.03,21.55,79.63,16.46
512,Dungarpur,60,IN,1566598379,85,23.85,73.71,75.85,8.12
513,Pangnirtung,75,CA,1566598380,87,66.15,-65.72,48.2,11.41
514,Ilhabela,0,BR,1566598380,83,-23.78,-45.36,67.39,16.64
515,La Union,14,GT,1566598380,38,14.97,-89.29,88.0,7.0
516,Santana,20,BR,1566598380,66,-0.06,-51.18,87.8,8.05
517,Aykhal,90,RU,1566598381,100,65.95,111.51,48.2,2.24
518,Haradok,21,BY,1566598381,89,55.46,29.99,55.51,4.07
519,Fort Nelson,75,CA,1566598381,36,58.81,-122.69,64.4,2.24
520,Leningradskiy,81,RU,1566598381,81,69.38,178.42,40.39,3.33
521,Chulym,0,RU,1566598381,86,55.09,80.97,52.45,4.79
522,Kudat,75,MY,1566598382,94,6.89,116.84,75.2,3.36
523,Chingirlau,100,KZ,1566598382,39,51.09,54.08,72.43,7.2
524,Warud,99,IN,1566598382,87,21.47,78.27,72.97,5.64
525,Richards Bay,0,ZA,1566598382,82,-28.77,32.06,67.39,3.78
526,Chifeng,81,CN,1566598383,84,42.27,118.96,54.43,2.55
527,Udachnyy,90,RU,1566598383,100,66.42,112.4,48.2,2.24
528,Tandil,83,AR,1566598335,53,-37.33,-59.14,57.99,1.99
529,Koslan,9,RU,1566598383,98,63.46,48.9,49.21,5.57
530,Cockburn Town,0,TC,1566598378,78,21.46,-71.14,83.95,20.67
531,Marystown,100,CA,1566598384,96,47.17,-55.16,66.49,15.1
532,Syracuse,1,US,1566598311,52,43.05,-76.15,73.4,4.7
533,Gorom-Gorom,16,BF,1566598384,71,14.45,-0.24,80.35,11.3
534,Praya,75,ID,1566598384,83,-8.71,116.27,75.2,9.17
535,Trairi,40,BR,1566598384,74,-3.28,-39.27,75.67,5.41
536,Bose,75,IT,1566598385,78,45.46,8.01,73.0,5.82
537,Sorada,99,IN,1566598385,90,19.76,84.43,71.35,1.39
538,Ponta Delgada,40,PT,1566598385,88,37.73,-25.67,75.2,5.82
539,Baykit,78,RU,1566598385,87,61.68,96.39,47.77,3.13
540,Mundo Nuevo,0,CL,1566598386,67,-32.72,-71.41,73.4,11.41
541,Presov,0,SK,1566598386,77,49.0,21.23,69.01,3.36
542,Rzhev,0,RU,1566598386,87,56.26,34.33,52.99,4.12
543,Kirakira,100,SB,1566598386,89,-10.46,161.92,78.01,14.47
544,Pacific Grove,1,US,1566598387,50,36.62,-121.92,84.99,29.53
545,Srikakulam,84,IN,1566598387,88,18.29,83.89,78.19,3.29
546,Orlik,0,PL,1566598387,82,53.95,17.74,66.0,2.24
547,Feldkirchen an der Donau,98,AT,1566598387,77,48.34,14.05,68.0,3.36
548,Nakusp,100,CA,1566598387,77,50.24,-117.8,57.99,3.0
549,Seybaplaya,20,MX,1566598388,59,19.65,-90.67,95.0,5.82
550,Korem,54,ET,1566598388,82,12.51,39.52,58.93,0.87
